Cycle,V_mean,V_std,V_min,V_max,V_range,V_p10,V_p90,V_slope,V_integ,I_mean,I_std,I_min,I_max,T_mean,T_std,T_rise,T_max,T_slope,power,dur,Capacity,SOH
21,3.570814209348872,0.22578171830729027,2.35887751155593,4.175224020262452,1.816346508706522,3.372138678211564,3.8355261428179364,-0.003706042495438225,3.5536192053177715,-1.9890474874073771,0.2051049765214555,-2.0141161810049812,-0.0003149484747221053,31.874488497680712,3.1350663437202995,12.993038242364971,37.90362577530197,0.056467196526472904,7.089696758193143,190.0,1.9575499080884022,96.17814345585967
22,3.5666817833633124,0.23460941833641036,2.218672914041916,4.177217300859919,1.9585443868180028,3.3674200673354227,3.835114060690875,-0.0038106231880096174,3.5497614388794445,-1.988682950523383,0.2054837524109853,-2.014039356997488,-0.0012008977604898057,31.53911453638972,3.1381261956274136,13.10009245997168,37.6701605139887,0.05682150014186162,7.080025726337352,189.0,1.9458150170787551,95.6015859814876
23,3.5668392745025836,0.2275721037589103,2.339723057947995,4.176681511062203,1.8369584531142076,3.366025850830866,3.83296915244843,-0.0037934257730239144,3.5494161793898833,-1.9885447318884866,0.20672257429749546,-2.014851230713757,0.000529325755565477,31.220866832188786,3.158169521103049,13.11609568647653,37.34166959188387,0.05781094358851278,7.079730720091829,187.0,1.9242461121680094,94.5418647339628
24,3.571051969392875,0.22747354651355792,2.3997508208942735,4.190384318239257,1.7906334973449836,3.36589008537805,3.842528332341726,-0.003812647987575903,3.553526017167276,-1.9885639445355097,0.205949863235092,-2.013606338093071,-0.0023840361465472604,31.119005145018026,3.191016881727366,13.250644183995949,37.28979017254232,0.05807303724643115,7.0880602463292695,188.0,1.9459811331421641,95.60974757905957
25,3.5666308474029793,0.22068728350290212,2.491410879472442,4.176973413125379,1.6855625336529365,3.3627547468716688,3.8316978011129734,-0.003805482696917392,3.548510237912224,-1.9880563928902786,0.2082194776973129,-2.014324216253238,-0.0016423681986834993,31.033244078156734,3.1782747530407116,13.152201221838038,37.16794481484507,0.05914746348573764,7.077295102382431,184.0,1.901407930553079,93.41978151219875
26,3.5527392240854914,0.24761140866112302,2.1387303309558976,4.1734521552365464,2.034721824280649,3.3466091789266583,3.82728059439159,-0.004083330035745238,3.5338794981498154,-1.9772969675547487,0.254357010276143,-2.0138293357975146,-0.0013483637694533895,31.001249222460967,3.2517471075044155,13.611965056859976,37.51577848501052,0.06054658843806162,7.019807150741279,184.0,1.878674213680085,92.3028308415357
27,3.5560959755046615,0.23504747924467745,2.346064498302046,4.1764585468168685,1.8303940485148225,3.3469196811775808,3.828215549469937,-0.004007944504650864,3.5369382940146705,-1.9771693646864965,0.25515829145991487,-2.022139165928567,-0.00026012091102195506,30.921434744041356,3.2514088568578026,13.424772542613457,37.24165964092258,0.060883747972924736,7.025238140462671,183.0,1.8683061328264219,91.79342734506018
28,3.5504500858303394,0.24060676598781225,2.327337743316428,4.17626102066065,1.8489232773442223,3.3351930551128883,3.8265775825381767,-0.0040990977837927454,3.531038458355444,-1.9660385076397233,0.2937138458930206,-2.019521715890847,0.00022521118946577974,30.929360248207214,3.2941943415901576,13.338390410356656,37.27233216178077,0.06170194895469806,6.981312530138352,183.0,1.8560244070082998,91.19000283836426
29,3.546007083640312,0.23544926884929754,2.4863117233366316,4.172855540858831,1.6865438175221992,3.3168010456209105,3.822706468901154,-0.004091885875326211,3.5261984236745425,-1.9445990482746272,0.35770783733733696,-2.0145859231710013,0.0012030807811573936,31.00810965793079,3.341032131000837,12.758423194512787,37.207134503019795,0.06262958986776533,6.90612425322936,183.0,1.8451997961855777,90.65816915777205
30,3.554257954720065,0.24271286255725477,2.2921663510920895,4.1881878017349035,1.896021450642814,3.3377135990956224,3.8347880273478197,-0.004159430745756854,3.5350058987074804,-1.9769156942357176,0.25589338077612045,-2.01454229289152,0.0017843402447845862,30.96779499306422,3.31669361949765,13.730409903246443,37.49607769896255,0.06244453254009481,7.02063218705219,182.0,1.857228890885317,91.24918141799353
31,3.555857469677978,0.22078536256948547,2.4343006861812118,4.189991619197343,1.7556909330161314,3.345953356476638,3.8302232049351095,-0.00190029911168805,3.546930108882196,-1.9997552547832569,0.14700435354987934,-2.015096988943597,-0.002790026577360228,31.10097217303459,3.2531629586518043,13.50456248639425,37.250073961181094,0.03003286590237772,7.103982262993158,371.0,1.9247760889090635,94.56790349742867
32,3.5537306734803207,0.22368965836687763,2.472619908000758,4.186982490201218,1.7143625822004598,3.340731752369065,3.831268204031187,-0.0019601470653818885,3.5439968055343,-1.9884344406296768,0.20901478223207898,-2.0246589334484746,0.000219946169021966,31.307368922041046,3.156544785963643,13.08097877747657,37.39699052067588,0.02960781618346063,7.066751908839713,365.0,1.8822317526092551,92.47761948322794
33,3.5452650003621513,0.23215332099258618,2.403422072720937,4.1864831065416155,1.7830610338206783,3.323905158768636,3.828004830880821,-0.0020343095770916334,3.5354022022256397,-1.9771310999966942,0.25597312110332004,-2.014540253971324,-0.0013831277471471597,31.131339987164562,3.2111654279221145,13.079991114346743,37.2852066420257,0.03030278556140346,7.016478916584418,363.0,1.855276687885587,91.15326597829659
34,3.538408778928339,0.23624667070508096,2.4006679782182205,4.187721936001791,1.787053957783571,3.3060626538446334,3.8249346331126524,-0.0020810781382070453,3.5284348698535672,-1.965705768920947,0.29518219456583883,-2.0140910758505797,0.0011594939858130299,30.828713779105055,3.273173572550457,12.970039920223343,37.080390421974414,0.030979983142080888,6.968022387022839,362.0,1.8392508917181876,90.36588818710266
35,3.5297688311332673,0.2439099480182485,2.3194299432177345,4.184171356892756,1.8647414136750218,3.284908586945124,3.8207471491125333,-0.0021483419529578374,3.519705441096623,-1.9542494702422435,0.3301024928060525,-2.0132183154407977,0.0012199865224596935,30.761533072057244,3.26325912224477,12.644083308363651,36.98024266357476,0.031066755645518928,6.916432469138113,360.0,1.8185396073994429,89.34830346748316
36,3.5300676840423306,0.244307450843308,2.3401731734980076,4.186779863144672,1.8466066896466642,3.2791382050624263,3.8232408704283496,-0.0021594640833111282,3.519966121097881,-1.9490605727432448,0.3456683188151143,-2.0142775706959855,0.000712613725765745,31.30305692941581,3.3257051599027356,12.744054024168353,37.598741245467004,0.03166516863065016,6.900934474312809,360.0,1.8134770059567056,89.09956824708976
37,3.5248882875629555,0.24375960384087478,2.3829603510808774,4.186482965601712,1.8035226145208347,3.257706364735115,3.8198990169374007,-0.002174869789783104,3.5146874628525726,-1.9373547119632697,0.3750698159946979,-2.014866249205715,0.0010041973417186346,31.06432144678013,3.3542974150774905,12.580383623823028,37.33680914521836,0.0320474277352049,6.8528343860345045,359.0,1.7971018450305436,88.29502550201761
38,3.5190926887152725,0.24666463745510467,2.351855540704836,4.184741677172267,1.8328861364674314,3.2409112289925885,3.8160487006845116,-0.0022090357594010948,3.508820064326352,-1.9312604088713479,0.38980058555195723,-2.014036681172477,0.0009279755162790197,30.96654665282149,3.4007883405434325,12.554721437179296,37.39499820465976,0.032686510991893444,6.8222716414022,357.0,1.7810046294120476,87.50413873759919
39,3.5151810230271,0.24783168845894557,2.3535104841115886,4.186114015167315,1.8326035310557267,3.224380943787093,3.8141356634533077,-0.0022292276074290874,3.5048440291011667,-1.925413982519257,0.4032503267568939,-2.013562007420154,0.0004104562259902084,30.826455697992966,3.473951745369301,12.75772599900769,37.35233964342659,0.033488411581428595,6.795270705990586,356.0,1.7710130422682329,87.01323309187394
40,3.514029112834162,0.24620396352215285,2.3948058223938364,4.186378094589789,1.7915722721959524,3.212297906032688,3.8134952968480977,-0.00222962990209019,3.5036302129580448,-1.9198444871883995,0.4166720426682412,-2.0146073733834746,0.0009332187923950495,31.080769482413952,3.524616662385745,12.495852355292087,37.58677381866742,0.03408002372554159,6.774273772639049,355.0,1.7604712448170943,86.49529456915789
41,3.514139684003936,0.24380262902937214,2.4418858444380294,4.185742966026202,1.743857121588173,3.214272064136748,3.8139009918772517,-0.002216232781150391,3.5036985270175145,-1.908733158939213,0.4405439902279281,-2.0156412315711094,0.0014623495361316455,31.694287817425337,3.541321887482378,12.364204118869118,38.207044569893476,0.03423877766656677,6.737726362917755,355.0,1.7502913788006587,85.9951384249673
42,3.509578354212467,0.24822681012659126,2.391848815367812,4.1849954235358595,1.7931466081680476,3.2067112784966896,3.812829296431726,-0.0022542978416084784,3.499103984854154,-1.90276801874341,0.4523465874192101,-2.014135597110891,-0.0009765358148676846,31.875581783696685,3.5260807752049357,12.278777131672342,38.340431886092745,0.034181606688839905,6.710345960165261,354.0,1.7394925037732578,85.46456919285944
43,3.5110708693292705,0.2572766067465748,2.3166154227865463,4.175622772952551,1.8590073501660043,3.207510045097365,3.810252950522729,-0.00454819569611109,3.4904699663927747,-1.9093247566511207,0.43888773455084645,-2.013918427729744,0.0005605769329787213,31.543288143901563,3.634659703403752,13.059664023410981,38.521539672721865,0.06972116303866768,6.724046566734016,179.0,1.7546766553637203,86.21059538809914
44,3.5159179315855056,0.24598521855518196,2.4110989960643794,4.191704957733779,1.7806059616693997,3.225826030400548,3.8174809064197337,-0.0022388823938369364,3.5054922682512024,-1.9306372167933323,0.3913947338973055,-2.0164764928559697,0.0006125224393033973,31.420983409991024,3.5081719161772016,13.012251370058365,38.03707160241571,0.03399788622805883,6.811281295870665,354.0,1.7659390941842175,86.7639403894526
45,3.50585340727078,0.24431167408297183,2.4510125175432287,4.185468369564667,1.7344558520214384,3.21421918104581,3.808222771103301,-0.0022427152638360244,3.4952917867417663,-1.907114151507875,0.4422052936741676,-2.014424639912736,0.000726309956247418,31.15837149963786,3.6256374299154595,12.623620734576857,37.934285687720596,0.035356617903580065,6.713792927757285,352.0,1.7337887419624838,85.18433254632082
46,3.5010379345914444,0.2435154606775506,2.471216186082459,4.184201889006967,1.7129857029245086,3.213139172175954,3.804250379988065,-0.0022493145517712095,3.4903806484835975,-1.8953541357988335,0.4660772511913581,-2.0136840343383655,0.0006105952606363766,31.15661421699882,3.66886365748169,12.580098636662662,37.88470784051604,0.03596869611242749,6.664917679722916,350.0,1.713325912040734,84.17895486292434
47,3.497407662636496,0.24459591902905917,2.470968641396993,4.185838836583766,1.7148701951867733,3.210213916383824,3.8027917057933998,-0.0022647808992940018,3.4866988488197284,-1.8892713805954209,0.4777097893062262,-2.015243276008703,0.0013481309742365592,31.206611383963253,3.719915578953458,12.517739984187099,38.065368726791895,0.03657406013804593,6.637331636605687,349.0,1.7024077813673466,83.64252637451848
48,3.5388872766749144,0.23098677589569044,2.4288023941361625,4.1729165619005535,1.744114167764391,3.317212220059016,3.8228187313000195,-0.002060506095986025,3.52890431566125,-1.9819359924929794,0.23645151610760437,-2.014822027548639,0.000883957804000857,33.61169282822636,3.1543964421418815,12.970840990250952,39.788440481350335,0.030370412411999895,7.017805287903808,356.0,1.82371946178183,89.60279954741002
49,3.5327430295356828,0.24180188757564916,2.3551430866643166,4.186982012423103,1.8318389257587864,3.29735480189266,3.827128955527589,-0.0021559029935844347,3.5226303320350616,-1.9653277079992455,0.2976263378401198,-2.014147642384201,0.0013785124508379858,32.85630077141311,3.3014338549444924,13.17059325264449,39.212903178007906,0.031799278282748214,6.956221876323492,356.0,1.8081284050314708,88.83678132914206
50,3.521214759733266,0.2452054406792465,2.365933525789291,4.186537777937825,1.820604252148534,3.2626794485062596,3.820459901018029,-0.002219173790384123,3.510896445586428,-1.9470636598230844,0.3489537540343098,-2.0135457323415866,0.0013469218858249991,32.210981559158874,3.4005903322527105,13.070535790993628,38.66937823121345,0.03303716384622192,6.875912623992755,353.0,1.7757610945034283,87.246513912519
51,3.5093111439506677,0.248638831497769,2.3481961394586457,4.182282350256796,1.8340862107981502,3.216909960870226,3.812102793601994,-0.002265402320613054,3.498841643555524,-1.9241628426386395,0.40618903288986047,-2.0143501433980724,0.0011884652184539464,31.965090081650274,3.5201708513727663,12.822318666600722,38.5170065164806,0.03442583315135332,6.779962413605404,351.0,1.7447409841836798,85.72243699983238
52,3.50716091973708,0.24245866501899874,2.46945948630322,4.185961817428056,1.7165023311248357,3.212209804815519,3.8105284538959063,-0.002242251555437834,3.4965688718686656,-1.9124470439353747,0.43177529573802614,-2.013955993405398,0.0023455920246722457,31.744801840189538,3.5757503955650507,12.590369177676713,38.292505299491516,0.035065857416663,6.7344671424754114,350.0,1.729207034132373,84.95922454210778
53,3.500928918686389,0.24306097840857094,2.4666715880697576,4.1836566973224585,1.7169851092527009,3.209427375659756,3.8056629798140693,-0.002251111384260538,3.4902653826133543,-1.8950209973545986,0.4667188589869889,-2.0143598768040447,0.0008097171102984877,31.876564068962466,3.6558828773689824,12.440992531630815,38.52091685291118,0.035954407633704534,6.665138194749892,349.0,1.7081086552553244,83.92262113192731
54,3.4973019898820894,0.2453760679343642,2.4482931262785135,4.184390004467988,1.7360968781894748,3.2082892793542532,3.8051160411990703,-0.0022676208043053694,3.486611800435146,-1.8837082435178907,0.48819038959426053,-2.0146981664689427,2.3587764193591595e-05,32.24289319481841,3.672889296106637,12.23315095520151,38.95436345473558,0.03608483450797027,6.6210764044136665,349.0,1.6975954237461768,83.40608610817466
55,3.4929038301187156,0.24387936455970977,2.4745215382882586,4.184732708741646,1.7102111704533876,3.2104193718931744,3.8017486637093842,-0.0022582436542233257,3.482136243872458,-1.8716651994380054,0.508922907014493,-2.0150505202774576,0.0028840576269616946,32.07305565938816,3.6834438401651113,11.95902400684842,38.731363854696035,0.03626415892655707,6.570371476855468,348.0,1.6820634524029463,82.64297086813447
56,3.488659224822318,0.24489747465620212,2.469127855241356,4.185835940524748,1.716708085283392,3.2063357144891906,3.799327208713056,-0.002269047059538717,3.4778396545963526,-1.8654809345089407,0.5191412899392004,-2.016431910751689,0.0008062258329325605,32.030140929891196,3.7478860406495396,11.96707218613195,38.74827601131975,0.03699474803298062,6.540645489392702,347.0,1.6714768322295086,82.1228301199745
57,3.4822930804774015,0.24894941761288453,2.4177173347922416,4.185703389994729,1.7679860552024875,3.197226914415578,3.7958680695339906,-0.0023014624722857194,3.471437150297484,-1.8592903578575999,0.5292867036601664,-2.013961242413253,0.001300028898722823,31.984935871368258,3.8030419719405057,12.068753610528454,38.84227056628921,0.037640813164943936,6.50847776361368,346.0,1.6607591387047655,81.59624948921793
58,3.477575664197982,0.25149169273248084,2.3775131079338427,4.184887437252902,1.8073743293190594,3.1911918364672047,3.793294507832677,-0.0023100979248233257,3.466707364852875,-1.848156298789804,0.5476209059238868,-2.0142789765419593,3.3324869557570366e-05,32.23677365476226,3.8864318857653655,12.016711445961999,39.221381996208315,0.03843468374451054,6.462978883539048,346.0,1.651121015038069,81.12271017518528
59,3.4787436506489255,0.24743822906353016,2.443723814618984,4.1845671326128535,1.7408433179938694,3.196228794754982,3.793740285781388,-0.0022823793096260173,3.4678150273610067,-1.8415742473538441,0.5572043810030383,-2.0170700253976435,0.0008339594777993074,32.56097148037261,3.7845576572627713,11.579685616983895,39.466510899162515,0.03746895357034519,6.4404397280848755,345.0,1.6401349256190927,80.58294274458677
60,3.4740152461288862,0.24781476646180828,2.4324278256917147,4.184590722398005,1.7521628967062899,3.1936881030590465,3.7899515079084303,-0.0022705139733625755,3.4630646360733746,-1.8297533943331723,0.5744007772604264,-2.0153270924031044,0.002267298724556321,32.48984985901219,3.835762334103568,11.460346660920422,39.352653481724175,0.03790134578617402,6.390789164232136,345.0,1.6291999416165441,80.04568622012265
61,3.4718387718772696,0.24226020864399292,2.494085641889116,4.181227276564003,1.6871416346748864,3.199196204483998,3.7842739646337455,-0.0022192074129023347,3.460793452687314,-1.8170860697729954,0.59213769752695,-2.0264444143525524,0.002587585651271363,32.42612199208859,3.8710134033093055,11.252009971942844,39.31890647034385,0.03837719332050025,6.340067452862756,343.0,1.6088496302961666,79.04583678923177
62,3.463180130644551,0.25041818458745746,2.382347172890769,4.182601669503782,1.8002544966130132,3.1795930566791317,3.7813530039987646,-0.0022716756719201145,3.452135919247594,-1.8111560774496664,0.6001337686853253,-2.014269976996697,0.0017194503246426888,32.29984271249387,3.9277765847941004,11.257725891791093,39.47196886600465,0.03891735810420483,6.305829541692142,343.0,1.6035244898969248,78.78420253146665
63,3.463469391967206,0.24879153893443376,2.406668297987779,4.183991041340736,1.7773227433529568,3.184059291522934,3.7808213758373785,-0.0022648204870259333,3.4523851285020877,-1.8113056300795982,0.600869683312538,-2.0248983473305704,0.0007053447084269127,32.610757585145336,4.013744044379012,11.613290518469864,39.74009698783903,0.03991925802321235,6.305935866623453,342.0,1.5989712144027983,78.56049146190021
64,3.46021805164007,0.24872123545615055,2.4204142690378765,4.182425008087469,1.7620107390495923,3.1763473947550946,3.779123829776165,-0.0022539802040087735,3.4490760457151137,-1.803802475704306,0.609256745218589,-2.0134062122749032,0.00037116990278515926,32.25699351958767,3.6982862582092104,10.278964938751585,39.03600072360686,0.03675643952462445,6.271084474564078,341.0,1.5876273123575604,78.0031440176547
65,3.462574876665621,0.24661339893460255,2.4507845245525193,4.190985194174346,1.740200669621827,3.1813345603885135,3.780652421674035,-0.002235288099326825,3.451418667394569,-1.7982439953659044,0.6170700333090209,-2.014898941623113,0.0010117048958550698,32.47193402838835,3.78790549192839,10.726888768085814,39.16106395962828,0.03762764515215361,6.256775778633037,341.0,1.5829719744686166,77.77441842886215
66,3.4537077937586056,0.24848682009830836,2.3930328819230717,4.181860480163402,1.78882759824033,3.1711122399996565,3.7714584853958253,-0.00222393766438979,3.442517894005062,-1.7857963808615818,0.6325019447665697,-2.014097659688176,0.0007636707747866177,32.40219271195366,3.8463769615603374,10.658801765911107,39.20051799483514,0.03821684399957277,6.19723136834703,340.0,1.567137636713563,76.99644735295674
67,3.4514035349888337,0.24884801817648583,2.3938995980718403,4.183449364094532,1.7895497660226916,3.1702043282838006,3.7699501717761446,-0.0022249039144405843,3.440167389246328,-1.7850748194527644,0.6334473857166003,-2.01648199199959,0.0005527600059578974,32.30987415652578,3.8820938385045634,10.73999112053749,39.15878418316098,0.03868720792452217,6.188684347484644,339.0,1.5613446139713882,76.71182514739364
68,3.450781146333252,0.24531300054344063,2.4373294683003053,4.182943907496545,1.74561443919624,3.169670920939505,3.7669416203246544,-0.002184137200678883,3.439493212504475,-1.7785916660457872,0.6414164907293518,-2.014359351341952,-9.517952000869487e-05,32.35440526839345,3.903699189649736,10.638685477334871,39.18225956809825,0.03892977305258643,6.162496671968863,338.0,1.5511711892790419,76.21198547768459
69,3.446105572450592,0.249252351248828,2.3705330061374523,4.182592999177517,1.812059993040065,3.162394033773053,3.7647355607374755,-0.002201643167770218,3.434819002030682,-1.7727874712030285,0.6485964889257356,-2.016181081460114,0.0015048652079400844,32.4731363791227,3.9310242954599364,10.623251499247043,39.38159156766375,0.03914196682375819,6.135394589607096,338.0,1.5406741606295171,75.69624653118686
70,3.4418152533277144,0.24876521050750453,2.351294851260762,4.1775564354981025,1.8262615842373404,3.1579776880647357,3.758452289097794,-0.0021726975043234076,3.430491020329764,-1.7601807681971697,0.6631565458391762,-2.0224281819207026,0.004482527231908509,32.52334649341759,3.938262085403885,10.44181829905348,39.44712875501599,0.03917175801395644,6.083530819869757,337.0,1.5253138744624433,74.94156650980108
71,3.445008015985666,0.24479137176910862,2.436845595522602,4.183199732433941,1.7463541369113393,3.1640567180400265,3.760618716470709,-0.0021484459512549708,3.4336226366256106,-1.7653027883569699,0.6571846357909039,-2.015670909853089,0.0010131499204386121,32.518264823491045,3.9548553266160913,10.583040137455022,39.40950590627068,0.039497970275874775,6.102393563479403,336.0,1.5301570318067428,75.17952002501654
72,3.441164687975023,0.2475013732087286,2.39030487147494,4.183585552184287,1.7932806807093464,3.1584954065563577,3.7585973989733317,-0.002151747323082006,3.4297742238350746,-1.7593486488770236,0.6641591087376718,-2.0154336980599203,0.002939357955384793,32.5437072434024,3.9769918282845635,10.495688752301245,39.48443326993031,0.039640918287669365,6.075133366947203,336.0,1.5246566834474087,74.90927746753414
